# Normative statements with no citing test: the accepted backlog.
# Regenerate: UPDATE_SPEC_COVERAGE_BASELINE=1 cargo test -p vouch-tests --test spec_coverage
# This list may only shrink -- see crates/vouch-tests/tests/spec_coverage.rs.
req_id	strength	text
fapi-2_0-security-profile#5.3.4#b4ddb71e	MUST	1 shall accept access tokens in the HTTP header as in Section 2.1 of OAuth 2.0 Bearer Token Usage [RFC6750] or Section 7.1 of DPoP [RFC9449];
fapi-2_0-security-profile#5.3.4#d8b2a7b2	MUST	5 shall support and verify sender-constrained access tokens using one or both of the following methods:
fapi-2_0-security-profile#5.4.2#1f7c4aa3	MUST	1 shall only serve the jwks_uri endpoint over TLS;
fapi-2_0-security-profile#5.4.2#3fbbbd4e	SHOULD NOT	3 should not serve a JWK set with multiple keys with the same kid.
fapi-2_0-security-profile#5.4.2#8f337461	SHOULD NOT	2 should not use the JOSE headers for x5u and jku; and.
fapi-2_0-security-profile#5.4.3#a921a203	MUST	However, to increase interoperability when there are multiple keys with the same kid, the verifier shall consider other JWK attributes, such as kty, use, alg, e
fapi-2_0-security-profile#5.4.3#ac8a7c15	MUST	JWK sets should not contain multiple keys with the same kid. However, to increase interoperability when there are multiple keys with the same kid, the verifier 
fapi-2_0-security-profile#5.4.3#bbdb8920	MUST	JWK sets should not contain multiple keys with the same kid. However, to increase interoperability when there are multiple keys with the same kid, the verifier 
fapi-2_0-security-profile#5.4.3#d0dbe3c9	SHOULD	3 if multiple keys are found, then the verifier should iterate through the keys until a key is found that has a matching alg, use, kty, or crv that corresponds 
fapi-2_0-security-profile#5.4.3#ecfc152f	SHOULD NOT	JWK sets should not contain multiple keys with the same kid.
fapi-2_0-security-profile#5.5#666a516a	MUST	Table 1 FAPI 1.0 - Part 2: Advanced FAPI 2.0 Reasons JAR PAR integrity protection and compatibility improvements for authorization requests JARM only code in re
fapi-2_0-security-profile#6.5#d70299bf	MUST	3 The victim may be tricked into believing that an authentication/authorization is legitimately required.
fapi-2_0-security-profile#6.6#905f9a63	SHOULD	The OpenID Foundation provides tools that can be used to confirm that an implementation is correct: https://openid.net/certification/ The OpenID Foundation main
fapi-2_0-security-profile#6.7#7ab2605c	SHOULD NOT	For this reason, authorization servers should not allow clients to influence their client_id in a way that it can be mistaken for an end-user subject identifier
fapi-2_0-security-profile#6.8#0dcd8467	SHOULD	2 Key scope: single purpose keys are recommended.
fapi-2_0-security-profile#6.8#24f4a4de	SHOULD	1 Key rotation: automated regular key rotation is recommended, as it reduces the time window in which a compromised key can be used. jwks_uri endpoints allows p
fapi-2_0-security-profile#6.8#b88b39ff	SHOULD	3 Stateful credentials: It is recommended that implementers consider the trade-offs between stateful and stateless credentials, such as access tokens.
fapi-2_0-security-profile#6.8#d21108f9	SHOULD	4 Credential linking: When multiple credentials are issued as part of the same authorization, it is recommended that their relationship be explicitly establishe
jarm#4.3.1#3282d4d4	MUST NOT	This is an example response (line breaks for display purposes only): HTTP/1.1 302 Found Location: https://client.example.com/cb? response=eyJhbGciOiJSUzI1NiIsIn
jarm#4.4#14f32390	MUST	It MUST be invalidated after the check (step 2) was performed.
jarm#4.4#2802831a	MUST	If the check fails, the client MUST abort processing and refuse the response.
jarm#4.4#5e07d933	SHOULD	Established mechanism such as [OIDD] or [RFC8414] SHOULD be utilized.
jarm#4.4#b43e5deb	MUST NOT	The client MUST NOT process the grant type specific authorization response parameters before all checks succeed.
jarm#5#089e3fbf	MUST	• authorization_signed_response_alg JWS [RFC7515] alg algorithm JWA [RFC7518] REQUIRED for signing authorization responses.
jarm#5#17219c25	MUST	• authorization_encrypted_response_alg JWE [RFC7516] alg algorithm JWA [RFC7518] REQUIRED for encrypting authorization responses.
jarm#5#8b76145f	MUST	When authorization_encrypted_response_enc is included, authorization_encrypted_response_alg MUST also be provided.
jarm#5#f631fd37	MUST	• authorization_encrypted_response_enc JWE [RFC7516] enc algorithm JWA [RFC7518] REQUIRED for encrypting authorization responses.
jarm#6#07a81d54	SHOULD	Authorization servers SHOULD publish the supported algorithms for signing and encrypting the JWT of an authorization response by utilizing OAuth 2.0 Authorizati
jarm#6#0ec73c09	SHOULD	Authorization servers SHOULD publish the supported algorithms for signing and encrypting the JWT of an authorization response by utilizing OAuth 2.0 Authorizati
jarm#6#1fbc8e58	SHOULD	Authorization servers SHOULD publish the supported response mode values utilizing the parameter response_modes_supported as defined in [RFC8414].
jarm#6#3f9182e9	SHOULD	Authorization servers SHOULD publish the supported algorithms for signing and encrypting the JWT of an authorization response by utilizing OAuth 2.0 Authorizati
jarm#6#491dd087	SHOULD	Authorization servers SHOULD publish the supported algorithms for signing and encrypting the JWT of an authorization response by utilizing OAuth 2.0 Authorizati
jarm#6#5f2dc9e2	SHOULD	Authorization servers SHOULD publish the supported algorithms for signing and encrypting the JWT of an authorization response by utilizing OAuth 2.0 Authorizati
jarm#6#6b8d1758	SHOULD	Authorization servers SHOULD publish the supported algorithms for signing and encrypting the JWT of an authorization response by utilizing OAuth 2.0 Authorizati
jarm#6#8095874c	SHOULD	Authorization servers SHOULD publish the supported algorithms for signing and encrypting the JWT of an authorization response by utilizing OAuth 2.0 Authorizati
jarm#7.1#9f811c30	MUST	The client therefore MUST first check that the issuer of the JWT is well-known and expected for the particular authorization response before it uses this data t
oauth-form-post-response-mode-1_0#1.1#e85dfd06	MUST NOT	When using these values in protocol messages, the quotes MUST NOT be used as part of the value.
oauth-form-post-response-mode-1_0#2#289110df	MUST	The method of the form attribute MUST be "POST".
oauth-form-post-response-mode-1_0#2#3425688a	MUST	However, the Client MUST be able to process the message without regard for the mechanism by which the form submission was initiated.
oauth-form-post-response-mode-1_0#2#67cea825	MUST	The action attribute of the form MUST be the Client's Redirection URI.
oauth-form-post-response-mode-1_0#2#b4b0c796	MUST	Because the Authorization Response is intended to be used only once, the Authorization Server MUST instruct the User Agent (and any intermediaries) not to store
oauth-multiple-response-types-1_0#1.1#e85dfd06	MUST NOT	When using these values in protocol messages, the quotes MUST NOT be used as part of the value.
oauth-multiple-response-types-1_0#2.1#fb71350b	SHOULD NOT	This use of this parameter is NOT RECOMMENDED with a value that specifies the same Response Mode as the default Response Mode for the Response Type used.
oauth-multiple-response-types-1_0#2.2#9af4e484	SHOULD	When a multiple-valued Response Type is defined, it is RECOMMENDED that the following encoding rules be applied for the issued response from the Authorization E
oauth-multiple-response-types-1_0#2.2#a5c69b72	SHOULD	All parameters returned from the Authorization Endpoint SHOULD use the same Response Mode.
oauth-multiple-response-types-1_0#3#1a5b2dc0	SHOULD	If a "redirect_uri" is supplied, the User Agent SHOULD be redirected there after granting or denying access.
oauth-multiple-response-types-1_0#3#1e0773b2	MUST NOT	The default Response Mode for this Response Type is the fragment encoding and the query encoding MUST NOT be used.
oauth-multiple-response-types-1_0#3#5e6047a5	SHOULD	Both successful and error responses SHOULD be returned using the supplied Response Mode, or if none is supplied, using the default Response Mode.
oauth-multiple-response-types-1_0#3#7e89978c	MUST	id_token When supplied as the "response_type" parameter in an OAuth 2.0 Authorization Request, a successful response MUST include the parameter "id_token".
oauth-multiple-response-types-1_0#3#95930a6c	SHOULD NOT	The Authorization Server SHOULD NOT return an OAuth 2.0 Authorization Code, Access Token, or Access Token Type in a successful response to the grant request.
oauth-multiple-response-types-1_0#3#b3b8314c	MUST	The intended purpose of the "id_token" is that it MUST provide an assertion of the identity of the Resource Owner as understood by the Authorization Server.
oauth-multiple-response-types-1_0#3#b52ff8e8	MUST	The assertion MUST specify a targeted audience, e.g. the requesting Client.
oauth-multiple-response-types-1_0#3#fac52ba4	MUST	The request MAY include a "state" parameter, and if so, the Authorization Server MUST echo its value as a response parameter when issuing either a successful re
oauth-multiple-response-types-1_0#4#0726a8c4	SHOULD NOT	none When supplied as the "response_type" parameter in an OAuth 2.0 Authorization Request, the Authorization Server SHOULD NOT return an OAuth 2.0 Authorization
oauth-multiple-response-types-1_0#4#1a5b2dc0	SHOULD	If a "redirect_uri" is supplied, the User Agent SHOULD be redirected there after granting or denying access.
oauth-multiple-response-types-1_0#4#5e6047a5	SHOULD	Both successful and error responses SHOULD be returned using the supplied Response Mode, or if none is supplied, using the default Response Mode.
oauth-multiple-response-types-1_0#4#93b05b13	SHOULD NOT	The Response Type "none" SHOULD NOT be combined with other Response Types.
oauth-multiple-response-types-1_0#4#fac52ba4	MUST	The request MAY include a "state" parameter, and if so, the Authorization Server MUST echo its value as a response parameter when issuing either a successful re
oauth-multiple-response-types-1_0#5#1e0773b2	MUST NOT	The default Response Mode for this Response Type is the fragment encoding and the query encoding MUST NOT be used.
oauth-multiple-response-types-1_0#5#30fee0c7	MUST	code id_token When supplied as the value for the "response_type" parameter, a successful response MUST include both an Authorization Code and an "id_token".
oauth-multiple-response-types-1_0#5#5e6047a5	SHOULD	Both successful and error responses SHOULD be returned using the supplied Response Mode, or if none is supplied, using the default Response Mode.
oauth-multiple-response-types-1_0#5#6231ecd6	MUST	code token When supplied as the value for the "response_type" parameter, a successful response MUST include an Access Token, an Access Token Type, and an Author
oauth-multiple-response-types-1_0#5#9b19555e	MUST	code id_token token When supplied as the value for the "response_type" parameter, a successful response MUST include an Authorization Code, an "id_token", an Ac
oauth-multiple-response-types-1_0#5#b82b5f28	MUST	For all these Response Types, the request MAY include a "state" parameter, and if so, the Authorization Server MUST echo its value as a response parameter when 
oauth-multiple-response-types-1_0#5#d874ebf6	MUST	id_token token When supplied as the value for the "response_type" parameter, a successful response MUST include an Access Token, an Access Token Type, and an "i
oauth-multiple-response-types-1_0#7#40386119	MUST NOT	Thus, while it is safe to encode an Authorization Code as a query parameter when using a Confidential Client (because it can't be used without the Client Secret
oidc-backchannel-1_0#1.1#e85dfd06	MUST NOT	When using these values in protocol messages, the quotes MUST NOT be used as part of the value.
oidc-backchannel-1_0#2.1#5c009850	SHOULD	It SHOULD also register this related metadata value:
oidc-backchannel-1_0#2.2#2526251d	MUST	The back-channel logout URI MAY include an "application/x-www-form-urlencoded" formatted query component, per Section 3.4 of [RFC3986], which MUST be retained w
oidc-backchannel-1_0#2.2#5c009850	SHOULD	It SHOULD also register this related metadata value:
oidc-backchannel-1_0#2.2#7663cc89	MUST	The back-channel logout URI MUST be an absolute URI as defined by Section 4.3 of [RFC3986].
oidc-backchannel-1_0#2.2#8091ceb8	SHOULD	This URL SHOULD use the "https" scheme and MAY contain port, path, and query parameter components; however, it MAY use the "http" scheme, provided that the Clie
oidc-backchannel-1_0#2.2#f8272b85	MUST NOT	The back-channel logout URI MUST NOT include a fragment component.
oidc-backchannel-1_0#2.4#093ad65e	SHOULD	It is RECOMMENDED that Logout Tokens be explicitly typed.
oidc-backchannel-1_0#2.4#38ca023f	MUST	The corresponding member value MUST be a JSON object and SHOULD be the empty JSON object "{}".
oidc-backchannel-1_0#2.4#4c39a251	MUST	A Logout Token MUST be signed and MAY also be encrypted.
oidc-backchannel-1_0#2.4#5cdebcb2	SHOULD	If the Logout Token is encrypted, it SHOULD replicate the "iss" (issuer) claim in the JWT Header Parameters, as specified in Section 5.3 of [JWT].
oidc-backchannel-1_0#2.4#872543b6	MUST NOT	A "nonce" Claim MUST NOT be present.
oidc-backchannel-1_0#2.4#8aa20086	MUST NOT	The following Claim MUST NOT be used within the Logout Token:
oidc-backchannel-1_0#2.4#ba3b1ef3	MUST	Any Claims used that are not understood MUST be ignored.
oidc-backchannel-1_0#2.4#c501aea4	MUST	A Logout Token MUST contain either a "sub" or a "sid" Claim, and MAY contain both.
oidc-backchannel-1_0#2.5#5d4acf34	MUST	Values that are not understood by the implementation MUST be ignored.
oidc-backchannel-1_0#2.5#61f56eab	SHOULD NOT	In all other cases, the OP SHOULD NOT retransmit a Back-Channel Logout Request.
oidc-backchannel-1_0#2.5#ba005329	SHOULD	In this case, the OP SHOULD delay retransmission for an appropriate amount of time to avoid overwhelming the RP.
oidc-backchannel-1_0#2.6#09d47027	MUST	Upon receiving a logout request at the back-channel logout URI, the RP MUST validate the Logout Token as follows: 11. Optionally verify that any "sid" Logout To
oidc-backchannel-1_0#2.6#1613b305	MUST	Upon receiving a logout request at the back-channel logout URI, the RP MUST validate the Logout Token as follows:
oidc-backchannel-1_0#2.6#1840d519	MUST	Upon receiving a logout request at the back-channel logout URI, the RP MUST validate the Logout Token as follows: 10. Optionally verify that any "sub" Logout To
oidc-backchannel-1_0#2.6#2fe73ae2	SHOULD	Like ID Tokens, selection of the algorithm used is governed by the "id_token_signing_alg_values_supported" Discovery parameter and the "id_token_signed_response
oidc-backchannel-1_0#2.6#4c7f2bb2	MUST	Upon receiving a logout request at the back-channel logout URI, the RP MUST validate the Logout Token as follows: 2. Validate the Logout Token signature in the 
